,Year,MM/DD,Day,GWZ1,GWZ2,GWZ3,GWZ4,GWZ5,GWZ6,Zz,Sz,Spieleinsatz,I,6T_Zz,II,6T,III,5T_Zz,IV,5T,V,4T_Zz,VI,4T,VII,3T_Zz,VIII,3T,IX,2T_Zz,Total_payout,Date,gwzx_sum
700,2002,06/03/,MI,11,7,33,22,44,25,9,1,25673910.0,3,256739.0,20,51347.8,63,10188.0,2411,692.1,2884,89.0,51600,27.3,58745,24.0,648410,8.7,0,0.0,12824072.893720627,2002-03-06,142
701,2002,09/03/,SA,38,40,43,44,5,4,42,5,77833736.0,2,1362090.4,2,1362090.4,35,55595.5,1014,4989.3,3914,198.8,65927,64.9,125725,34.0,1451420,11.7,0,0.0,38766383.33765793,2002-03-09,174
702,2002,13/03/,MI,32,33,30,37,43,31,5,7,23862064.0,1,715861.8,7,136354.6,8,74568.9,1134,1367.7,804,296.7,40885,37.0,29895,37.0,496600,10.5,0,0.0,11889573.71069336,2002-03-13,206
703,2002,16/03/,SA,7,44,39,25,2,27,34,9,75533304.0,2,1490930.5,7,431618.8,27,69938.2,2504,1960.7,4021,187.8,115332,36.0,117984,35.2,1940539,8.5,0,0.0,38355831.05189514,2002-03-16,144
704,2002,20/03/,MI,35,40,44,9,13,4,10,6,23714938.0,1,711448.1,3,316199.1,9,65874.8,538,2865.1,925,256.3,26758,48.7,33825,38.5,488122,10.6,0,0.0,11810890.425991058,2002-03-20,145
705,2002,23/03/,SA,18,47,15,17,10,48,44,8,74792420.0,1,2955220.5,9,332410.7,16,116863.1,1109,4383.6,2438,306.7,61997,66.3,81891,50.2,1342198,12.2,0,0.0,38022018.346235275,2002-03-23,155
706,2002,27/03/,MI,1,8,5,48,36,27,49,6,24916540.0,1,3702716.8,3,332220.5,16,38932.0,625,2591.3,1806,137.9,29833,45.9,46568,29.4,524102,10.4,0,0.0,15379994.697322845,2002-03-27,125
707,2002,30/03/,SA,43,4,8,38,37,44,21,7,76549576.0,2,2999602.0,3,1020661.0,16,119608.7,1085,4585.9,2745,278.8,71215,59.1,93789,44.8,1338607,12.5,0,0.0,41859074.63031387,2002-03-30,174
708,2002,03/04/,MI,37,16,33,8,13,20,30,0,23112386.0,1,693371.5,1,924495.4,6,96301.6,460,3265.8,1036,223.0,25189,50.4,33639,37.7,477278,10.6,0,0.0,11525835.45300293,2002-04-03,127
709,2002,06/04/,SA,24,17,7,46,5,23,16,1,74520380.0,1,2928983.0,3,993605.1,37,50351.6,1675,2891.8,3365,221.4,96551,42.4,106425,38.5,1825085,8.9,0,0.0,37795964.54517174,2002-04-06,122
710,2002,10/04/,MI,41,38,13,9,18,16,32,7,24556264.0,1,4647921.5,0,0.0,39,15741.1,575,2775.9,2908,84.4,31214,43.2,59757,22.6,561171,9.6,0,0.0,15189596.893730164,2002-04-10,135
711,2002,13/04/,SA,18,36,29,27,9,33,49,9,74598296.0,1,2237949.0,20,149196.5,92,20271.2,3161,1533.9,9251,80.6,131025,31.3,133456,30.7,1796797,9.1,0,0.0,37230152.97846031,2002-04-13,152
712,2002,17/04/,MI,3,43,34,4,47,13,46,5,24543492.0,1,2974253.5,2,490869.8,13,47199.0,617,2585.6,1018,241.0,29208,46.2,33014,40.8,521934,10.3,0,0.0,14482534.481901169,2002-04-17,144
713,2002,20/04/,SA,11,49,39,42,6,7,32,9,76211050.0,1,5260585.0,4,762110.4,29,65699.1,1634,3031.6,4812,158.3,94548,44.3,151222,27.7,1803168,9.2,0,0.0,40896145.7188797,2002-04-20,154
714,2002,24/04/,MI,43,42,4,46,15,48,40,9,37659700.0,1,6390376.0,3,502129.3,24,39228.8,652,3754.4,3115,120.8,40381,51.2,62736,33.0,711255,11.6,0,0.0,24050769.40421486,2002-04-24,198
715,2002,27/04/,SA,42,8,6,21,10,1,5,2,81902830.0,1,8847461.0,5,655222.6,50,40951.4,1794,2967.4,6838,119.7,100821,44.6,170152,26.4,1742064,10.3,0,0.0,47245056.76433563,2002-04-27,88
716,2002,01/05/,MI,11,26,42,22,1,8,17,0,32075826.0,1,9809736.0,3,427677.6,22,36449.8,787,2649.2,2040,157.2,42859,41.1,58568,30.1,717008,9.8,0,0.0,24851352.947486877,2002-05-01,110
717,2002,04/05/,SA,38,32,39,34,47,49,10,8,94259020.0,5,2527501.2,19,198440.0,40,58911.8,4027,1521.4,4727,199.4,152920,33.9,153157,33.8,2284153,9.0,0,0.0,56751651.667201996,2002-05-04,239
718,2002,08/05/,MI,43,35,46,38,4,36,44,9,26665644.0,1,799969.3,1,1066625.8,13,51280.0,461,3759.7,1761,151.4,25059,58.5,45522,32.2,491113,11.9,0,0.0,13309076.576627731,2002-05-08,202
719,2002,11/05/,SA,16,29,14,43,46,40,12,8,75010040.0,1,3050270.5,4,750100.4,26,72125.0,942,5175.8,2813,266.6,57876,71.2,89811,45.9,1201865,13.7,0,0.0,38260117.56436443,2002-05-11,188
720,2002,15/05/,MI,23,13,27,34,26,46,37,6,26268328.0,1,4889053.5,0,0.0,13,50516.0,458,3728.0,2257,116.3,29854,48.3,54786,26.3,598044,9.6,0,0.0,16139717.170448303,2002-05-15,169
721,2002,18/05/,SA,43,38,9,44,34,15,1,4,75590330.0,1,2267710.0,2,1511806.6,16,118109.8,1110,4426.4,2796,270.3,72458,57.3,83477,49.8,1433119,11.6,0,0.0,37783321.48519325,2002-05-18,183
722,2002,22/05/,MI,21,8,4,25,41,33,36,7,24139674.0,1,2991900.0,2,482793.4,13,46422.4,591,2654.9,1248,193.4,32071,41.3,32124,41.3,582643,9.1,0,0.0,14324692.000139236,2002-05-22,132
723,2002,25/05/,SA,7,31,22,5,1,19,34,3,73593480.0,3,735934.8,25,117749.5,51,36075.2,4368,1095.1,5348,137.6,165086,28.2,121019,28.2,2271718,7.1,0,0.0,36708017.42529011,2002-05-25,85
724,2002,29/05/,MI,14,5,22,42,1,7,30,6,24343922.0,1,730317.6,1,973756.8,19,32031.4,688,2299.9,1545,157.5,40455,35.0,35981,35.0,592113,9.0,0,0.0,12142616.677734375,2002-05-29,91
725,2002,01/06/,SA,7,48,18,3,36,11,13,7,73882980.0,1,2946807.0,10,295531.9,42,43977.9,2341,2051.4,5432,136.0,114092,35.6,155718,26.0,1895714,8.5,0,0.0,37514188.99417114,2002-06-01,123
726,2002,05/06/,MI,41,28,16,25,47,44,17,4,25053622.0,1,3698415.5,1,1002144.8,10,62634.0,558,2918.4,1104,226.9,29207,47.1,35607,38.6,507678,10.8,0,0.0,15438867.34920311,2002-06-05,201
727,2002,08/06/,SA,11,38,6,28,34,46,29,7,76325060.0,2,2994083.5,6,508833.7,22,86733.0,1825,2718.4,3885,196.4,90814,46.2,106974,39.2,1646998,10.1,0,0.0,41697057.10224533,2002-06-08,163
728,2002,12/06/,MI,23,41,29,36,17,43,27,6,24213630.0,1,726408.9,1,968545.2,14,43238.6,570,2761.2,1429,169.4,24202,55.0,39356,33.8,438850,12.1,0,0.0,12087678.98520279,2002-06-12,189
729,2002,15/06/,SA,36,23,5,16,39,37,17,2,73509780.0,1,2931702.2,2,1470195.5,23,79901.9,1040,4594.3,3696,198.8,69909,57.8,118395,34.1,1464452,11.0,0,0.0,37409654.98822403,2002-06-15,156
730,2002,19/06/,MI,41,13,14,37,30,42,15,1,23438994.0,1,703169.8,3,312519.9,9,65108.3,337,4520.8,970,241.6,18350,70.2,24983,51.6,410661,12.5,0,0.0,11695120.98426056,2002-06-19,177
731,2002,22/06/,SA,8,7,49,10,18,27,25,6,72115160.0,1,2866624.5,4,721151.6,40,45071.9,1946,2408.7,5254,137.2,104283,38.0,151403,26.1,1825984,8.6,0,0.0,36580121.28075981,2002-06-22,119
732,2002,26/06/,MI,41,21,32,42,11,46,43,4,23268282.0,1,698048.4,2,465365.6,21,27700.3,706,2142.2,1681,138.4,33762,37.9,45698,28.0,544000,9.4,0,0.0,11628253.078170776,2002-06-26,193
733,2002,29/06/,SA,29,44,30,25,6,5,35,4,73912170.0,1,2915413.5,2,1478243.2,18,102655.7,1299,3698.4,3155,234.2,80651,50.4,106552,38.1,1567927,10.3,0,0.0,37536915.07930279,2002-06-29,139
734,2002,03/07/,MI,9,12,13,49,7,14,28,5,23963014.0,1,718890.4,2,479260.2,15,39938.3,587,2653.4,1435,166.9,32087,41.0,45266,29.1,571131,9.2,0,0.0,11960745.203969002,2002-07-03,104
735,2002,06/07/,SA,19,45,6,39,13,16,15,8,73530240.0,1,2924797.5,2,1470604.8,25,73530.2,1494,3199.1,2561,287.1,88668,46.5,84903,46.5,1635686,9.8,0,0.0,37319755.35163689,2002-07-06,138
736,2002,10/07/,MI,48,47,17,25,4,40,8,2,23437962.0,1,703138.8,2,468759.2,12,48829.0,651,2340.1,1336,175.4,31981,40.3,37840,34.0,560056,9.2,0,0.0,11712254.11169815,2002-07-10,181
737,2002,13/07/,SA,2,43,1,21,36,30,20,5,72762424.0,1,2182872.5,2,1455248.4,25,72762.4,941,5026.0,2798,260.0,55198,72.5,86632,46.1,1190100,13.4,0,0.0,36312304.82476044,2002-07-13,133
738,2002,17/07/,MI,14,21,26,27,28,39,37,4,24254322.0,1,2910502.2,3,323390.9,10,60635.8,438,3599.3,1135,213.6,25631,52.0,33073,40.3,495972,10.7,0,0.0,14278516.58504486,2002-07-17,155
739,2002,20/07/,SA,3,34,24,36,11,31,35,3,74476264.0,1,5144790.0,10,297905.0,31,60061.5,1884,2569.5,3900,190.9,103076,39.7,124949,32.7,1826755,8.9,0,0.0,40007262.95331383,2002-07-20,139
740,2002,24/07/,MI,42,19,41,11,12,18,21,6,23661990.0,1,709859.7,6,157746.6,11,53777.2,584,2633.6,1261,187.6,28604,45.4,38528,33.7,528558,9.8,0,0.0,11799358.279989243,2002-07-24,143
741,2002,27/07/,SA,39,8,10,41,40,26,22,9,72562296.0,1,2886728.5,3,967497.2,40,45351.4,1665,2832.7,3642,199.2,90525,44.0,104464,38.2,1648514,9.6,0,0.0,36844567.71614456,2002-07-27,164
742,2002,31/07/,MI,26,40,34,16,12,4,20,0,24635146.0,2,1812891.4,12,82117.1,27,22810.3,941,1701.6,2485,99.1,38967,34.7,46072,29.4,596941,9.0,0,0.0,15153675.875232697,2002-07-31,132
743,2002,03/08/,SA,18,27,26,44,7,5,21,8,72284900.0,2,1084273.4,4,722848.9,22,82141.9,1846,2545.2,3863,187.1,100213,39.6,117061,33.9,1825057,8.7,0,0.0,36103068.72667217,2002-08-03,127
744,2002,07/08/,MI,41,14,38,45,4,9,1,4,23974836.0,1,719245.1,2,479496.7,8,74921.3,486,3206.5,1117,214.6,24729,53.3,32441,40.6,489656,10.7,0,0.0,11950155.42005539,2002-08-07,151
745,2002,10/08/,SA,26,9,10,31,34,13,15,2,72558250.0,1,2895992.5,10,290233.0,33,54968.3,2632,1791.9,3876,187.1,114737,36.5,103684,36.5,1870957,8.5,0,0.0,36929257.91369629,2002-08-10,123
746,2002,14/08/,MI,22,31,11,18,26,1,49,3,24709392.0,1,3637274.2,2,494187.8,11,56157.7,667,2407.9,1533,161.1,35650,38.1,43945,30.9,600943,9.0,0,0.0,15221072.53946495,2002-08-14,109
747,2002,17/08/,SA,20,4,7,5,29,44,1,2,73764056.0,1,5850196.0,5,590112.4,33,55881.8,1555,3083.3,4763,154.8,84609,47.9,144547,28.0,1571965,10.3,0,0.0,40468028.320176125,2002-08-17,109
748,2002,21/08/,MI,41,15,34,26,22,9,33,0,27273068.0,1,6668388.0,2,545461.3,8,85228.3,605,2930.1,1254,217.4,28839,52.0,36402,41.2,534967,11.2,0,0.0,19477487.877163887,2002-08-21,147
749,2002,24/08/,SA,3,27,25,19,34,16,24,4,78584790.0,1,9025932.0,5,628678.3,47,41800.4,2099,2433.5,5078,154.7,119034,36.3,146413,29.5,2015865,8.5,0,0.0,45802395.48274994,2002-08-24,124
750,2002,28/08/,MI,13,22,36,37,34,44,19,7,24014846.0,1,720445.3,1,960593.8,5,120074.2,312,5003.0,1073,223.8,21080,62.6,30781,42.9,437181,12.0,0,0.0,11968768.458702087,2002-08-28,186
751,2002,31/08/,SA,39,40,41,21,43,35,16,2,73235256.0,1,2917503.0,2,1464705.0,19,96362.1,1172,4061.6,2496,293.4,73988,54.4,86680,46.4,1357917,11.8,0,0.0,37240634.933068275,2002-08-31,219
752,2002,04/09/,MI,38,44,29,34,27,41,42,5,25689250.0,1,3688180.2,3,342523.3,20,32111.5,599,2787.6,1541,166.7,29803,47.4,40540,34.8,528732,10.6,0,0.0,15712650.95753479,2002-09-04,213
753,2002,07/09/,SA,29,17,16,37,18,19,34,6,72754400.0,1,2182632.0,1,2910176.0,19,95729.4,1174,4028.1,3341,217.7,79546,50.3,111506,35.8,1434929,11.1,0,0.0,36288782.67638588,2002-09-07,136
754,2002,11/09/,MI,25,45,12,24,28,23,44,1,25191558.0,2,1469189.2,2,503831.1,9,69976.5,592,2765.9,1421,177.2,38191,38.0,34729,38.0,605293,9.1,0,0.0,14744169.656251907,2002-09-11,157
755,2002,14/09/,SA,23,27,39,8,30,20,15,4,76643656.0,1,2299309.8,4,766436.5,35,54745.4,1377,3617.8,4392,174.5,86814,48.5,109128,38.6,1644656,10.2,0,0.0,38227569.88233948,2002-09-14,147
756,2002,18/09/,MI,49,20,37,24,25,39,26,1,26210668.0,1,3085629.8,1,1048426.7,4,163816.6,505,3373.6,1618,161.9,29935,48.1,46883,30.7,558499,10.3,0,0.0,15386666.448557854,2002-09-18,194
757,2002,21/09/,SA,8,11,14,36,48,37,38,9,77021260.0,1,5396267.5,4,770212.6,35,55015.1,1197,4182.4,3178,242.3,66281,63.9,101997,41.5,1355725,12.4,0,0.0,41458229.63146019,2002-09-21,154
758,2002,25/09/,MI,4,7,3,25,38,36,44,5,27590962.0,1,6223996.5,3,367879.4,10,68977.4,626,2864.8,1471,187.5,36877,41.1,42828,35.4,697464,8.7,0,0.0,19186278.60974121,2002-09-25,113
759,2002,28/09/,SA,29,10,12,40,6,28,24,0,79389330.0,1,8605676.0,7,453653.2,80,24809.1,2294,2249.4,8105,97.9,112327,38.8,189747,23.0,1847053,9.4,0,0.0,45804345.17930031,2002-09-28,125
760,2002,02/10/,MI,38,46,21,27,18,4,30,9,25378690.0,1,761360.7,1,1015147.6,12,52872.2,579,2849.0,1758,144.3,34090,40.9,42881,32.5,579685,9.6,0,0.0,12667114.88163948,2002-10-02,154
761,2002,05/10/,SA,30,33,26,39,11,1,4,5,72910824.0,1,2948685.5,7,416633.2,33,55235.4,1809,2619.7,5127,142.2,98673,40.6,138878,28.8,1748569,9.1,0,0.0,37073771.06746864,2002-10-05,140
762,2002,09/10/,MI,31,34,37,19,7,42,46,3,50405000.0,1,4460835.5,6,336033.3,38,33161.1,1414,2317.0,3501,143.9,80874,34.2,87438,31.7,1177232,9.4,0,0.0,28120844.992340088,2002-10-09,170
763,2002,12/10/,SA,17,6,16,35,7,12,1,0,74085620.0,1,2222568.5,7,423346.3,49,37798.7,1705,2824.3,5411,136.9,91983,44.2,144932,28.1,1738547,9.3,0,0.0,36901051.756510735,2002-10-12,93
764,2002,16/10/,MI,25,40,37,21,9,11,26,2,24810462.0,1,744313.8,11,90219.8,27,22972.6,1082,1490.4,1971,125.8,42533,32.0,52547,25.9,642416,8.4,0,0.0,12335873.83490181,2002-10-16,143
765,2002,19/10/,SA,42,28,21,43,34,1,48,5,73904270.0,1,2961441.8,4,739042.6,19,97242.4,951,5051.2,2539,291.0,60540,67.1,85710,47.4,1286038,12.6,0,0.0,37636725.535045624,2002-10-19,169
766,2002,23/10/,MI,31,37,5,1,14,13,30,7,24383570.0,1,731507.0,1,975342.7,10,60958.9,365,4342.2,985,247.5,24243,55.3,30810,43.5,511259,10.4,0,0.0,12143095.52963829,2002-10-23,101
767,2002,26/10/,SA,43,30,16,34,15,41,23,4,72987870.0,1,2921143.0,2,1459757.2,28,65167.7,967,4906.1,2625,278.0,58700,68.3,83295,48.1,1232435,13.0,0,0.0,37176656.424598694,2002-10-26,179
768,2002,30/10/,MI,49,7,34,25,31,30,41,6,25752746.0,1,3693725.2,1,1030109.8,5,128763.7,391,4281.1,1344,191.6,30099,47.0,44123,32.1,619206,9.1,0,0.0,15764850.193393707,2002-10-30,176
769,2002,02/11/,SA,30,17,34,5,7,44,12,8,76654280.0,1,5993353.5,13,315098.5,49,39109.3,2169,2297.1,5919,129.5,105382,40.0,153189,27.5,1815320,9.2,0,0.0,42883831.503852844,2002-11-02,137
770,2002,06/11/,MI,21,23,33,29,44,43,45,4,30048400.0,1,6894805.5,3,400645.3,12,62600.8,486,4018.8,1474,203.8,33110,49.9,41580,39.7,602112,10.9,0,0.0,20967424.727661133,2002-11-06,193
771,2002,09/11/,SA,38,24,32,27,43,1,18,6,84488020.0,1,9429446.0,3,1126506.8,50,42244.0,1671,3286.4,6613,127.7,97208,47.8,184166,25.2,1853814,10.0,0,0.0,49082886.23297882,2002-11-09,165
772,2002,13/11/,MI,26,19,47,8,6,34,10,5,26127136.0,1,783814.0,4,261271.3,23,28399.0,588,2888.2,2176,120.0,33310,43.1,60951,23.5,578556,9.9,0,0.0,13037171.387260437,2002-11-13,140
773,2002,16/11/,SA,44,24,14,7,3,13,36,4,75639890.0,3,1017670.1,8,378199.4,46,41108.6,2244,2190.9,5251,144.0,116736,35.6,125369,33.1,1920841,8.6,0,0.0,38466873.14105415,2002-11-16,105
774,2002,20/11/,MI,49,22,24,40,31,26,14,5,25184324.0,1,755529.7,1,1007372.9,10,62960.8,470,3482.9,1100,228.9,28245,49.0,31561,43.8,539570,10.2,0,0.0,12551254.190706253,2002-11-20,192
775,2002,23/11/,SA,32,44,16,34,43,12,3,3,75645020.0,2,1512440.2,14,288083.8,64,29548.8,2063,2383.3,5837,129.5,96897,42.9,138936,29.9,1640038,10.1,0,0.0,39497268.84621048,2002-11-23,181
776,2002,27/11/,MI,23,32,21,39,44,18,17,3,24952650.0,1,748579.5,2,499053.0,12,51984.6,609,2663.2,1487,167.8,33705,40.7,44350,30.9,582650,9.4,0,0.0,12461026.380084991,2002-11-27,177
777,2002,30/11/,SA,11,9,10,7,43,47,14,7,76000340.0,1,3028589.5,6,506668.8,21,90476.5,1648,2997.5,3435,221.2,99174,42.1,104010,40.1,1845889,9.0,0,0.0,38627337.95448303,2002-11-30,127
778,2002,04/12/,MI,26,46,9,6,3,30,25,1,28987028.0,1,3898200.2,9,128831.2,22,32939.8,1077,1749.4,2732,106.1,48359,32.9,63450,25.1,740761,8.6,0,0.0,17510476.798009872,2002-12-04,120
779,2002,07/12/,SA,34,24,6,40,8,9,46,1,80037160.0,1,2401114.8,4,800371.6,50,40018.5,1979,2628.8,5082,157.4,109601,40.1,130962,33.6,1982891,8.8,0,0.0,39850592.42674923,2002-12-07,121
780,2002,11/12/,MI,39,9,33,11,23,32,8,3,26390676.0,1,3192835.0,4,263906.7,10,65976.6,869,1973.9,1647,160.2,46926,31.8,44357,31.8,778449,7.4,0,0.0,15550718.286409855,2002-12-11,147
781,2002,14/12/,SA,13,3,22,6,17,38,36,2,79311840.0,1,5572190.0,5,634494.7,37,53589.0,2358,2186.2,4122,192.4,119295,37.3,114444,37.3,2011603,8.6,0,0.0,42693839.78624153,2002-12-14,99
782,2002,18/12/,MI,30,36,24,37,44,48,13,4,26058080.0,1,781742.3,1,1042323.1,7,93064.5,398,4255.7,1092,238.6,25697,55.7,36439,39.3,497197,11.5,0,0.0,13010977.913703918,2002-12-18,219
783,2002,21/12/,SA,22,41,12,19,48,11,7,8,78219060.0,1,3128314.0,2,1564381.1,27,72425.0,1358,3743.9,5427,144.1,82099,52.4,163010,26.3,1620204,10.6,0,0.0,39842111.66947174,2002-12-21,153
784,2002,25/12/,MI,25,34,17,14,49,6,3,6,30886256.0,1,926587.6,1,1235450.2,14,55154.0,692,2901.1,1890,163.4,35171,48.2,55688,30.5,655172,10.3,0,0.0,15392579.082839966,2002-12-25,145
785,2002,28/12/,SA,35,42,24,17,13,27,1,4,77151416.0,1,3241130.0,13,237388.9,41,47043.5,2032,2467.9,4195,183.9,101665,41.7,109992,38.5,1763521,9.6,0,0.0,39446127.207502365,2002-12-28,158
786,2003,01/01/,MI,14,36,45,42,41,11,32,2,28062188.0,1,841865.6,4,280621.8,8,87694.3,364,5011.1,1491,188.2,23815,64.8,45045,34.2,495627,12.4,0,0.0,14000079.598974228,2003-01-01,189
787,2003,04/01/,SA,24,19,17,44,6,18,46,6,75216940.0,3,1032791.3,7,429811.1,25,75216.9,1371,3566.0,4392,171.2,96611,42.8,116193,35.6,1888055,8.7,0,0.0,38325869.930161476,2003-01-04,128
788,2003,08/01/,MI,32,37,27,2,30,31,21,5,24822308.0,1,744669.2,3,330964.1,5,124111.5,406,3974.0,1053,235.7,28260,48.3,35560,38.3,555871,9.8,0,0.0,12394196.922869682,2003-01-08,159
789,2003,11/01/,SA,48,38,32,9,12,43,44,7,73836936.0,1,2959777.2,5,590695.4,28,65925.8,1988,2414.1,4633,159.3,109233,37.1,139529,29.1,1848465,8.7,0,0.0,37490927.57976246,2003-01-11,182
790,2003,15/01/,MI,42,5,49,3,37,29,13,0,26178278.0,1,3745125.5,1,1047131.1,8,81807.1,332,5125.2,1340,195.3,24009,59.9,41205,34.9,490620,11.7,0,0.0,16026429.512363434,2003-01-15,165
791,2003,18/01/,SA,17,41,6,49,35,39,19,8,76965670.0,1,6054095.5,5,615725.3,42,45812.8,1362,3673.1,5137,149.8,83007,50.9,151004,28.0,1624805,10.4,0,0.0,42180284.4508419,2003-01-18,187
792,2003,22/01/,MI,44,27,19,2,40,14,30,2,30998560.0,1,6984052.0,2,619971.1,28,27677.2,714,2821.9,2360,131.3,35191,48.4,54592,31.2,627358,10.8,0,0.0,21505641.780607224,2003-01-22,146
793,2003,25/01/,SA,13,18,47,37,9,6,10,9,90806600.0,1,9708250.0,5,726452.8,34,66769.5,2984,1978.0,4594,197.6,140422,35.5,144738,34.5,2276241,8.7,0,0.0,52202541.756381035,2003-01-25,130
794,2003,29/01/,MI,47,30,35,33,24,27,11,6,27704650.0,1,831139.5,1,1108186.0,19,36453.4,636,2831.4,1921,144.2,32139,47.4,54236,28.0,583932,10.4,0,0.0,13824607.82862854,2003-01-29,196
795,2003,01/02/,SA,38,43,36,47,44,20,22,7,78697520.0,1,3192065.2,6,524650.1,22,89429.0,1316,3887.0,2640,298.0,74741,57.9,84752,51.0,1384943,12.5,0,0.0,40171059.514045715,2003-02-01,228
796,2003,05/02/,MI,8,12,35,11,23,47,7,6,27718714.0,1,5132375.0,0,0.0,18,38498.2,524,3438.3,1744,158.9,30682,49.6,54224,28.1,576272,10.5,0,0.0,17000510.974746704,2003-02-05,136
797,2003,08/02/,SA,8,32,33,38,48,25,49,9,75406530.0,1,2262195.8,3,1005420.3,81,23273.6,1797,2727.5,11424,66.0,103901,39.9,192632,21.5,1868352,8.8,0,0.0,37547655.77075958,2003-02-08,184
798,2003,12/02/,MI,35,10,31,42,33,41,48,7,26739542.0,1,3064382.0,2,534790.8,10,66848.8,675,2574.9,1451,184.2,32839,44.7,39806,36.9,587275,10.0,0,0.0,15617278.009197235,2003-02-12,192
799,2003,15/02/,SA,4,18,30,12,6,24,36,4,77350560.0,11,489536.2,69,44840.9,25141,201.3,9436,201.3,15583,49.6,177190,26.1,147973,26.1,2268566,7.5,0,0.0,41713186.4604702,2003-02-15,94
800,2003,19/02/,MI,23,24,43,19,34,40,45,5,25344700.0,1,760340.9,1,1013787.9,12,52801.4,563,2926.1,1388,182.5,31289,44.5,39832,34.9,571158,9.7,0,0.0,12631179.738069534,2003-02-19,183
801,2003,22/02/,SA,8,22,49,31,23,35,26,5,74672820.0,1,7001226.0,0,0.0,13,143601.5,1023,4744.6,3006,248.4,65176,63.0,98365,41.7,1331835,12.3,0,0.0,39057941.11062908,2003-02-22,168
802,2003,26/02/,MI,10,11,39,17,14,19,25,9,25185526.0,1,755565.7,3,335807.0,12,52469.8,620,2640.4,2179,115.5,32005,43.2,63824,21.7,595662,9.3,0,0.0,12588600.32305336,2003-02-26,110
803,2003,01/03/,SA,18,45,14,10,40,30,39,8,74629250.0,3,998147.7,14,213226.4,24,77738.8,3050,1590.4,4173,178.8,117537,34.9,119566,34.3,1687193,9.7,0,0.0,38011123.32851696,2003-03-01,157
804,2003,05/03/,MI,20,26,43,4,49,36,12,0,25128126.0,1,753843.8,2,502562.5,13,48323.3,325,5025.6,1147,219.0,20238,68.2,35167,39.2,437712,12.6,0,0.0,12545634.086437225,2003-03-05,178
805,2003,08/03/,SA,39,12,46,45,14,17,26,7,74079820.0,1,5939431.5,0,0.0,30,61733.1,993,4849.1,4121,179.7,62958,64.7,129634,31.4,1321537,12.3,0,0.0,37745919.94175053,2003-03-08,173
806,2003,12/03/,MI,7,33,6,37,19,34,30,5,25176258.0,1,755287.7,1,1007050.3,19,33126.6,665,2460.8,1413,178.1,37124,37.2,44837,30.8,664431,8.3,0,0.0,12556600.591628075,2003-03-12,136
807,2003,15/03/,SA,47,7,33,46,42,13,49,6,73702570.0,1,2966364.8,2,1474051.2,31,59437.5,1713,2796.6,4521,163.0,92687,43.7,135982,29.8,1632893,9.9,0,0.0,37552854.26135445,2003-03-15,188
808,2003,19/03/,MI,37,33,9,16,23,20,13,1,25960048.0,1,3745166.0,1,1038401.8,21,30904.8,874,1930.6,2060,126.0,41458,34.4,50405,28.3,596513,9.5,0,0.0,15898963.232372284,2003-03-19,138
809,2003,22/03/,SA,45,36,47,28,17,44,33,7,74834136.0,1,5990190.0,2,1496682.8,29,64512.1,995,4888.6,4472,167.3,68214,60.3,128571,32.0,1357980,12.1,0,0.0,41125863.82211304,2003-03-22,217
810,2003,26/03/,MI,15,32,16,44,37,25,47,7,29437146.0,1,6873304.5,4,294371.4,18,40884.9,645,2966.5,1711,172.0,34830,46.4,51119,31.6,654373,9.8,0,0.0,20638730.794333458,2003-03-26,169
811,2003,29/03/,SA,14,22,43,46,16,18,9,5,73180440.0,1,2195413.0,1,2927217.5,17,107618.2,831,5724.1,2361,309.9,56799,70.8,89382,45.0,1169763,13.7,0,0.0,36509853.27008915,2003-03-29,159
812,2003,02/04/,MI,1,21,19,16,14,17,41,9,27581466.0,1,3022857.0,2,2015238.0,8,86192.0,644,2783.8,995,277.2,34085,44.5,35974,42.1,563517,10.7,0,0.0,18872369.881217003,2003-04-02,88
813,2003,05/04/,SA,9,3,1,19,47,42,44,1,75888930.0,2,2649762.5,6,505926.2,38,49926.9,2165,2278.4,4355,174.2,117205,36.1,113647,36.1,1991973,8.3,0,0.0,40790814.168595314,2003-04-05,121
814,2003,09/04/,MI,39,5,11,17,48,20,44,3,32964272.0,1,988928.1,2,659285.4,14,58864.7,884,2423.8,2190,150.5,44974,40.3,52666,34.4,767249,9.4,0,0.0,16440141.860593796,2003-04-09,140
815,2003,12/04/,SA,27,32,34,40,14,13,20,1,72882960.0,1,3175417.0,6,485886.4,42,43382.7,1239,3823.5,3881,187.7,72654,55.1,104724,38.2,1505216,10.6,0,0.0,37337571.33607483,2003-04-12,160
816,2003,16/04/,MI,42,5,4,8,35,34,49,6,25008372.0,1,750251.1,1,1000334.8,20,31260.4,388,4189.5,1065,234.8,23110,59.5,32886,41.8,476876,11.5,0,0.0,12485135.723472595,2003-04-16,128
817,2003,19/04/,SA,10,31,4,46,3,16,43,1,72198424.0,1,2916203.8,13,299097.8,25,72198.4,1699,2762.1,3756,192.2,100995,40.1,96766,40.1,1760794,9.0,0,0.0,37801508.32613373,2003-04-19,110
818,2003,23/04/,MI,25,14,46,9,6,5,42,7,24579794.0,1,3653597.5,1,983191.7,13,47268.8,549,2910.1,1343,183.0,32290,41.8,34409,39.2,587118,9.2,0,0.0,15194737.840902328,2003-04-23,105
