Index;Year;MM/DD;Day;GWZ1;GWZ2;GWZ3;GWZ4;GWZ5;GWZ6;Zz;Sz;Spieleinsatz;I;6T_Zz;II;6T;III;5T_Zz;IV;5T;V;4T_Zz;VI;4T;VII;3T_Zz;VIII;3T;IX;2T_Zz
23;2011;11/06/;SA;46;16;8;28;18;34;32;9;49204376,25;JP;6905461,30;2;984087,50;34;36179,60;973;3287,00;4077;120,60;53823;45,70;107533;18,30;965234;11,20;na;na
24;2011;15/06/;MI;23;6;22;21;32;44;7;3;23335969,50;JP;8072259,70;JP;933438,70;12;48616,60;466;3255,00;1332;175,10;26922;43,30;41087;22,70;485946;10,50;na;na
24;2011;18/06/;SA;25;21;6;41;14;24;46;6;52719004,50;3;4583469,60;na;na;24;54915,60;1045;3279,10;2335;225,70;57700;45,60;71754;29,30;1121574;10,30;na;na
25;2011;22/06/;MI;37;1;29;34;4;24;36;4;21321523,50;JP;1066076,10;1;852860,90;7;76148,20;330;4199,60;734;290,40;21219;50,20;22711;37,50;424436;11,00;na;na
25;2011;25/06/;SA;42;4;20;3;28;37;38;1;46283595,75;JP;3380255,80;4;462835,90;19;60899,40;623;4828,90;1578;293,30;41673;55,50;53154;34,80;869297;11,70;na;na
26;2011;29/06/;MI;36;30;8;45;22;10;32;7;21568139,25;JP;4458662,70;3;287575,10;4;134800,80;378;3708,80;836;257,90;20434;52,70;27494;31,30;406740;11,60;na;na
26;2011;02/07/;SA;16;19;40;22;10;7;24;8;58639842,00;JP;7390654,80;1;2345593,60;49;29918,20;1779;2142,50;4461;131,40;89418;32,70;122273;19,10;1480209;8,70;na;na
27;2011;06/07/;MI;32;38;11;14;6;27;49;2;26597877,75;JP;8720548,60;4;265978,70;20;33247,30;878;1969,00;2309;115,10;38859;34,20;54591;19,40;650273;8,90;na;na
27;2011;09/07/;SA;45;18;23;36;9;11;17;2;53272103,25;1;11384153,70;5;426176,80;21;63419,10;1735;1995,70;2938;181,30;82992;32,00;89379;23,80;1251334;9,30;na;na
28;2011;13/07/;MI;30;26;25;47;1;39;5;1;21069112,50;JP;1053455,60;2;421382,20;20;26336,30;394;3475,80;1414;149,00;23607;44,60;41912;20,10;450713;10,20;na;na
28;2011;16/07/;SA;3;27;15;14;38;22;49;6;46716849,75;JP;3389298,00;1;1868673,90;37;31565,40;1064;2853,90;2879;162,20;53721;43,40;68533;27,20;939350;10,90;na;na
29;2011;20/07/;MI;42;19;49;11;23;7;27;3;22038636,00;JP;4491229,80;3;293848,40;18;30609,20;864;1657,90;2184;100,90;39863;27,60;51527;17,10;606669;7,90;na;na
29;2011;23/07/;SA;8;24;18;33;20;12;27;0;48766258,50;JP;6929542,70;7;278664,30;42;29027,50;1814;1747,40;4201;116,00;88379;27,50;93410;20,80;1315674;8,10;na;na
30;2011;27/07/;MI;32;26;11;16;12;35;6;8;28513943,25;JP;8355239,80;1;1140557,70;23;30993,40;804;2305,20;2529;112,70;43451;32,80;64007;17,80;700575;8,90;na;na
30;2011;30/07/;SA;40;42;8;11;44;21;27;5;54422454,75;JP;11076362,50;1;2176898,10;14;97182,90;1000;3537,40;2534;214,70;53943;50,40;80811;26,90;1054783;11,30;na;na
31;2011;03/08/;MI;4;40;33;41;8;43;3;6;29752905,75;JP;12564007,70;JP;1190116,20;12;61985,20;407;4751,60;1282;232,00;27567;53,90;42645;27,90;578310;11,30;na;na
31;2011;06/08/;SA;11;41;33;49;9;36;13;5;58403467,50;JP;15484181,00;7;503750,70;41;35611,80;1353;2805,70;3894;149,90;94577;30,80;110447;21,10;1388605;9,20;na;na
32;2011;10/08/;MI;12;23;22;8;26;16;32;5;35579938,50;JP;17263177,90;1;1423197,50;30;29649,90;975;2371,90;2773;128,30;47122;37,70;76303;18,60;823564;9,50;na;na
32;2011;13/08/;SA;31;14;13;34;21;29;49;2;67254496,50;1;20625902,70;4;672544,90;19;88492,70;1084;4032,70;2351;286,00;65164;51,60;81217;33,10;1303806;11,30;na;na
33;2011;17/08/;MI;25;1;18;16;11;20;23;6;22643370,00;JP;1132168,50;2;452867,40;14;40434,50;737;1997,00;1588;142,50;31787;35,60;36459;24,80;545080;9,10;na;na
33;2011;20/08/;SA;7;32;2;41;31;22;24;6;47426054,25;JP;3503471,20;3;632347,30;16;74103,20;1082;2849,00;2121;223,60;59804;39,60;75552;25,10;1101654;9,40;na;na
34;2011;24/08/;MI;36;31;19;28;33;41;44;6;22588104,75;JP;4632876,40;JP;903524,10;15;37646,80;554;2650,20;1326;170,30;27990;40,30;33711;26,80;501370;9,90;na;na
34;2011;27/08/;SA;44;29;43;49;27;40;24;0;49785231,00;1;7122137,90;1;2894933,30;32;38894,70;925;3498,40;2387;208,50;47151;52,70;67691;29,40;891382;12,20;na;na
35;2011;31/08/;MI;29;47;32;15;17;26;31;7;21949722,75;JP;1097486,10;JP;877988,90;10;54874,30;431;3310,20;1103;199,00;24567;44,60;35028;25,00;461737;10,40;na;na
35;2011;03/09/;SA;31;17;42;2;8;36;15;2;48563246,25;JP;3525648,40;6;470086,40;27;44965,90;1196;2639,30;2209;219,80;57978;41,80;61351;31,60;1022014;10,40;na;na
36;2011;07/09/;MI;23;39;10;27;4;28;32;1;23012406,00;JP;4676268,70;4;230124,00;16;35956,80;860;1739,30;1680;136,90;38332;30,00;43438;21,10;584693;8,60;na;na
36;2011;10/09/;SA;28;16;10;43;9;6;36;0;50432121,75;JP;7197874,70;4;504321,20;39;32328,20;1007;3255,30;2475;203,70;59498;42,30;67816;29,70;1130697;9,80;na;na
37;2011;14/09/;MI;23;4;32;44;5;39;25;7;25632486,00;JP;8479499,00;3;341766,40;8;80101,50;499;3338,90;1383;185,30;30807;41,60;50053;20,40;574111;9,80;na;na
37;2011;17/09/;SA;49;42;46;23;12;38;20;1;54078332,25;JP;11183415,60;4;540783,30;27;50072,50;1167;3012,00;2390;226,20;66498;40,60;65217;33,10;1170872;10,10;na;na
38;2011;21/09/;MI;31;10;27;46;24;41;14;5;29499015,75;1;12658366,30;6;196660,10;36;20485,40;1099;1744,70;2106;140,00;46979;31,30;46683;25,20;745548;8,70;na;na
38;2011;24/09/;SA;18;42;24;5;3;6;46;3;47279967,75;JP;2363998,30;1;1891198,70;29;40758,50;1550;1982,70;3149;150,10;80605;29,30;78416;24,10;1325769;7,80;na;na
39;2011;28/09/;MI;18;43;10;14;38;27;35;5;22140204,75;JP;3471008,50;JP;885608,10;13;42577,30;505;2849,70;1136;194,80;25486;43,40;29395;30,10;473060;10,20;na;na
39;2011;01/10/;SA;13;29;21;47;17;9;31;1;50241759,75;JP;5983096,40;5;579055,60;48;26167,50;1511;2161,20;4482;112,00;71666;35,00;109037;18,40;1193138;9,20;na;na
40;2011;05/10/;MI;43;15;45;33;1;2;18;8;23887585,50;JP;7177475,60;1;955503,40;5;119437,90;334;4648,70;934;255,70;20279;58,80;30096;31,70;406984;12,90;na;na
40;2011;08/10/;SA;34;25;29;47;31;24;35;0;52231996,50;JP;9789075,40;1;2089279,80;16;81612,40;624;5440,80;1956;267,00;46298;56,40;62449;33,40;1031212;11,10;na;na
41;2011;12/10/;MI;40;43;28;10;8;46;17;7;28422780,75;JP;11210214,40;1;1136911,20;5;142113,90;419;4409,20;1254;226,60;26436;53,70;39224;28,90;539791;11,50;na;na
41;2011;15/10/;SA;2;18;16;5;37;39;9;5;57594304,50;JP;14089929,60;9;255974,60;27;53328,00;1643;2278,50;3826;150,50;73597;39,10;124842;18,40;1287867;9,80;na;na
42;2011;19/10/;MI;31;34;25;10;8;15;40;4;32998069,50;JP;15739833,00;6;219987,10;22;37497,80;798;2687,80;2461;134,00;41855;39,40;63183;20,80;760360;9,50;na;na
42;2011;22/10/;SA;7;26;8;34;6;35;11;5;61916672,25;2;9417833,30;1;2476666,80;32;48372,40;1143;3521,00;3893;159,00;60188;51,40;124749;19,80;1216097;11,20;na;na
43;2011;26/10/;MI;37;34;15;30;38;33;47;5;22470915,75;JP;1123545,70;2;449418,30;12;46814,40;597;2446,50;1063;211,30;21469;52,30;33497;26,80;403006;12,20;na;na
43;2011;29/10/;SA;24;6;23;35;17;44;10;7;48283243,50;1;3537707,80;4;482832,40;24;50295,00;1048;2994,60;2658;181,60;50930;47,40;82559;23,30;963201;11,00;na;na
44;2011;02/11/;MI;3;6;23;41;43;40;14;4;21395524,50;JP;1069776,20;1;855820,90;7;76412,50;417;3335,00;1037;206,30;24491;43,60;28560;29,90;475557;9,80;na;na
44;2011;05/11/;SA;43;21;7;41;13;37;24;0;47996400,00;1;3469596,20;11;174532,30;57;21051,00;2169;1438,30;4340;110,50;75430;31,80;96615;19,80;1130713;9,30;na;na
45;2011;09/11/;MI;20;14;27;48;28;6;33;7;21378387,75;1;1924054,90;na;na;7;76351,30;364;3817,50;936;228,40;20941;51,00;27160;31,40;397209;11,80;na;na
45;2011;12/11/;SA;12;16;7;42;15;30;2;9;47041234,50;JP;2352061,70;2;940824,60;12;98002,50;948;3225,40;3241;145,10;53179;44,20;88691;21,20;998206;10,30;na;na
46;2011;16/11/;MI;33;47;14;26;49;8;15;4;21914127,00;JP;3447768,00;JP;876565,00;9;60872,50;369;3860,20;914;239,70;22404;48,90;26264;33,30;427859;11,20;na;na
46;2011;19/11/;SA;47;24;26;40;9;33;16;5;48806182,50;JP;5888077,10;4;707203,00;83;14700,60;1553;2042,70;4694;103,90;78553;31,00;88584;22,00;1248988;8,50;na;na
47;2011;23/11/;MI;1;30;23;39;10;38;11;4;24082376,25;JP;7092195,90;4;240823,70;10;60205,90;476;3288,50;1827;131,80;26089;46,10;50207;19,10;525932;10,00;na;na
47;2011;26/11/;SA;23;33;49;3;13;38;4;5;51126903,00;9;1072060,10;69;29638,70;45;28403,80;10624;312,80;4367;117,00;143670;19,70;89808;19,70;1424409;7,80;na;na
48;2011;30/11/;MI;44;12;4;31;42;18;13;1;22353950,25;JP;1117697,50;2;447079,00;10;55884,80;694;2093,60;1190;187,80;30546;36,50;33603;26,60;520931;9,40;na;na
48;2011;03/12/;SA;44;1;25;10;29;47;22;7;49612534,50;2;1799162,10;2;992250,60;14;88593,80;1144;2818,80;2070;239,60;54040;45,90;60538;32,70;972864;11,20;na;na
49;2011;07/12/;MI;11;20;32;16;38;27;1;7;21455821,50;1;1072791,00;6;143038,80;17;31552,60;1000;1394,60;1175;182,60;39304;27,40;30941;27,40;564134;8,30;na;na
49;2011;10/12/;SA;34;25;10;2;5;4;24;7;47109315,75;JP;2355465,70;4;471093,10;44;26766,60;1538;1990,90;4600;102,40;80921;29,10;108413;17,30;1314167;7,80;na;na
50;2011;14/12/;MI;37;29;36;14;32;8;38;9;22158448,50;JP;3463388,10;JP;886337,90;4;138490,30;296;4865,80;714;310,30;17687;62,60;24644;35,90;377938;12,80;na;na
50;2011;17/12/;SA;19;44;3;38;33;47;27;6;49620038,25;1;5944390,00;4;717784,80;51;24323,50;2295;1405,30;4555;108,90;91545;27,10;104423;19,00;1297939;8,40;na;na
51;2011;21/12/;MI;21;43;39;15;24;17;5;1;21832788,75;JP;1091639,40;JP;873311,50;9;60646,60;422;3362,80;1424;153,30;22209;49,10;37316;23,40;420722;11,40;na;na
51;2011;24/12/;SA;27;6;12;26;36;32;42;9;67327007,25;1;4457989,70;7;509484,50;60;28052,90;1846;2370,60;5525;121,80;97830;34,40;130026;20,70;1678059;8,80;na;na
52;2011;28/12/;MI;13;20;19;18;6;21;32;5;21898278,00;JP;1094913,90;2;437965,50;6;91242,80;556;2560,00;1049;208,70;25908;42,20;36377;24,00;457052;10,50;na;na
52;2011;31/12/;SA;19;5;17;2;28;11;10;1;52873231,50;1;3738575,40;13;162686,80;94;14062,00;2952;1164,20;7151;73,90;116250;22,70;145352;14,50;1617531;7,10;na;na
1;2012;04/01/;MI;36;29;3;24;18;46;39;1;21634026,75;1;1081701,30;2;432680,50;9;60094,50;463;3037,10;1106;195,60;24023;45,00;31343;27,60;436701;10,80;na;na
1;2012;07/01/;SA;29;22;37;33;24;47;2;2;46444724,25;JP;2322236,20;1;1857788,90;18;64506,50;798;3783,00;2653;175,00;52012;44,60;63741;29,10;942380;10,80;na;na
2;2012;11/01/;MI;34;15;8;36;11;47;12;5;21939650,25;JP;3419218,70;3;292528,60;7;78355,80;367;3885,70;867;253,00;20239;54,20;27946;31,40;396692;12,10;na;na
2;2012;14/01/;SA;6;20;7;32;1;11;26;8;49835646,75;JP;5911001,00;9;221491,70;43;28974,20;1886;1717,50;4436;112,30;87828;28,30;107863;18,40;1375104;7,90;na;na
3;2012;18/01/;MI;6;33;13;32;18;7;38;0;24409728,75;JP;7131487,40;2;488194,50;20;30512,10;837;1895,60;2165;112,70;40874;29,80;59303;16,40;690580;7,70;na;na
3;2012;21/01/;SA;49;46;26;43;45;27;11;4;51526165,50;JP;9707795,60;3;687015,50;11;117104,90;918;3648,30;2146;240,10;53793;47,80;71080;28,90;925152;12,20;na;na
4;2012;25/01/;MI;1;33;6;24;4;47;21;7;29747778,00;JP;11195184,50;2;594955,50;13;57207,20;736;2627,10;1584;187,80;37978;39,10;45924;25,90;706148;9,20;na;na
4;2012;28/01/;SA;27;19;37;1;16;48;4;4;59249175,00;JP;14157643,20;2;1184983,50;34;43565,50;1273;3025,20;4434;133,60;64698;45,70;112443;21,00;1204313;10,80;na;na
5;2012;01/02/;MI;7;18;39;37;6;3;49;1;34046160,75;JP;15859951,20;1;1361846,40;17;50067,80;830;2666,20;2103;161,80;49408;34,40;56392;24,10;880140;8,50;na;na
5;2012;04/02/;SA;10;15;40;27;24;45;17;5;64003653,75;1;19060133,80;13;196934,30;18;88893,90;2296;1811,90;3254;196,60;92749;34,50;109139;23,40;1458927;9,60;na;na
6;2012;08/02/;MI;45;24;13;34;8;47;12;5;22671818,25;1;1133590,90;6;151145,40;14;40485,30;919;1603,50;1621;139,80;31096;36,40;39136;23,10;484041;10,30;na;na
6;2012;11/02/;SA;32;2;34;48;49;11;14;1;47299291,50;JP;2364964,50;5;378394,30;22;53749,10;1051;2925,20;2148;220,20;62595;37,70;62875;30,00;1111176;9,30;na;na
7;2012;15/02/;MI;40;41;35;15;36;29;11;2;22562549,25;JP;3493091,90;JP;902501,90;6;94010,60;290;5057,10;828;272,40;17538;64,30;27468;32,80;358057;13,80;na;na
7;2012;18/02/;SA;40;27;3;13;25;47;26;5;49369389,00;2;2980780,60;6;479546,20;39;31647,00;1573;2040,00;3024;163,20;78233;31,50;85433;23,10;1260403;8,60;na;na
8;2012;22/02/;MI;19;14;24;12;48;4;49;7;21028161,00;JP;1051408,00;2;420563,20;15;35046,90;553;2471,60;1473;142,70;31938;32,90;37273;22,50;530430;8,70;na;na
8;2012;25/02/;SA;48;43;16;7;11;14;38;1;46890911,25;JP;3395953,50;2;937818,20;22;53285,10;766;3978,90;2501;187,40;45750;51,20;72078;26,00;939257;10,90;na;na
9;2012;29/02/;MI;25;32;6;43;11;35;29;5;23123687,25;JP;4552137,80;4;231236,80;10;57809,20;591;2543,20;1173;197,10;28715;40,20;33018;28,00;531876;9,50;na;na
9;2012;03/03/;SA;22;48;4;24;40;33;31;9;50456558,25;JP;7074965,70;JP;2018262,30;15;84094,20;848;3867,50;2508;201,10;56180;44,90;77031;26,20;1107255;10,00;na;na
10;2012;07/03/;MI;33;38;25;29;49;47;3;5;29011705,50;1;8525550,90;2;1589365,20;19;38173,20;921;2047,50;2017;143,80;41856;34,60;57942;20,00;681430;9,30;na;na
10;2012;10/03/;SA;15;10;26;35;1;21;39;1;47595384,75;JP;2379769,20;6;317302,50;21;56661,10;902;3429,80;2332;204,00;49880;47,70;65638;29,00;938994;11,10;na;na
11;2012;14/03/;MI;8;22;9;13;3;49;27;9;22150692,75;JP;3487303,80;3;295342,50;18;30764,80;617;2333,50;1812;122,20;31240;35,40;48658;18,20;549529;8,80;na;na
11;2012;17/03/;SA;3;43;7;23;42;33;1;2;47820706,50;2;2939169,50;7;273261,10;31;38565,00;3526;881,50;4514;105,90;108673;22,10;85453;22,10;1204320;8,70;na;na
12;2012;21/03/;MI;49;26;34;14;38;4;27;6;20388174,00;1;1019408,70;3;271842,30;12;42475,30;655;2023,20;1017;200,40;26991;37,70;31183;26,10;453764;9,80;na;na
12;2012;24/03/;SA;35;37;43;39;49;22;30;7;44311680,00;1;2215584,00;6;295411,20;15;73852,80;937;3073,90;1717;258,00;45760;48,40;47230;37,50;803402;12,10;na;na
13;2012;28/03/;MI;42;17;2;23;22;39;8;6;19580142,00;JP;979007,10;JP;783205,60;15;32633,50;372;3421,20;1108;176,70;22074;44,30;32250;24,20;416373;10,30;na;na
13;2012;31/03/;SA;43;40;25;1;26;27;4;5;45800623,50;1;3269038,20;2;1307615,20;20;57250,70;778;3826,50;2141;213,90;49358;46,30;70380;26,00;886609;11,30;na;na
14;2012;04/04/;MI;23;46;29;42;19;37;21;8;20426748,75;JP;1021337,40;JP;817069,90;10;51066,80;453;2930,90;832;245,50;20781;49,10;24491;33,30;389152;11,50;na;na
14;2012;07/04/;SA;15;35;2;10;44;12;43;7;45737449,50;JP;3308209,80;3;882189,20;11;103948,70;732;4061,30;1547;295,60;48149;47,40;48835;37,40;938422;10,70;na;na
15;2012;11/04/;MI;16;2;44;4;7;6;10;9;20222289,75;JP;4319324,20;1;808891,50;22;22979,80;519;2532,60;2441;82,80;31649;31,90;53578;15,00;508622;8,70;na;na
15;2012;14/04/;SA;26;48;42;29;39;37;32;8;46485930,75;JP;6643620,70;4;464859,30;25;46485,90;922;3277,20;2621;177,30;49735;46,70;68795;27,00;886998;11,50;na;na
16;2012;18/04/;MI;8;35;33;21;34;6;13;5;22308092,25;JP;7759025,30;2;446161,80;10;55770,20;402;3607,00;1275;174,90;22278;50,00;35134;25,30;431113;11,30;na;na
16;2012;21/04/;SA;20;41;6;24;19;7;17;5;48925178,25;JP;10205284,20;6;326167,80;24;50963,70;1338;2376,70;3190;153,30;76062;32,10;98778;19,80;1299510;8,20;na;na
17;2012;25/04/;MI;40;46;42;3;26;23;36;7;24937302,00;JP;11452149,30;2;498746,00;16;38964,50;519;3123,10;1307;190,70;29206;42,60;34693;28,70;544790;10,00;na;na
17;2012;28/04/;SA;11;47;37;20;17;33;36;0;51092784,75;4;3501697,10;14;145979,30;21;60824,70;3209;1034,90;2444;209,00;104143;27,00;65685;27,00;1423284;7,80;na;na
18;2012;02/05/;MI;15;20;4;35;14;17;25;4;20060344,50;JP;1003017,20;JP;802413,70;11;45591,60;238;5478,60;1144;175,30;18680;53,60;33503;23,90;363620;12,10;na;na
18;2012;05/05/;SA;31;28;5;48;14;8;42;5;45629269,50;1;3284480,60;5;525516,80;35;32592,30;1277;2322,50;2473;184,50;62743;36,30;66057;27,60;1008917;9,90;na;na
19;2012;09/05/;MI;20;16;40;45;17;15;9;8;20147771,25;JP;1007388,50;JP;805910,80;10;50369,40;338;3874,50;773;260,60;20253;49,70;27008;29,80;362829;12,20;na;na
19;2012;12/05/;SA;36;31;18;34;30;13;2;9;45086865,00;JP;3261731,70;4;652346,30;30;37572,30;1385;2115,90;3126;144,20;64984;34,60;73788;24,40;1010845;9,80;na;na
20;2012;16/05/;MI;41;46;45;16;44;24;47;5;21256052,25;JP;4324534,30;2;425121,00;11;48309,20;343;4028,10;1646;129,10;22231;47,80;44380;19,10;410100;11,40;na;na
20;2012;19/05/;SA;20;42;36;34;43;47;17;5;44689765,50;JP;6559022,50;JP;1787590,60;10;111724,40;569;5105,10;1814;246,30;33567;66,50;59630;29,90;678737;14,40;na;na
21;2012;23/05/;MI;23;42;36;26;1;31;3;7;21750342,75;JP;7646539,60;JP;2657604,30;8;67969,80;304;4650,50;1059;205,30;18944;57,40;33948;25,60;394056;12,10;na;na
21;2012;26/05/;SA;44;15;34;11;48;5;8;4;47726202,00;1;10032849,70;2;2283326,10;16;74572,10;748;4147,30;1967;242,60;47591;50,10;65515;29,10;915794;11,40;na;na
22;2012;30/05/;MI;21;2;45;23;10;44;42;9;19266775,50;JP;963338,70;2;385335,50;9;53518,80;420;2981,70;866;222,40;20034;48,00;24247;31,70;375740;11,20;na;na
22;2012;02/06/;SA;13;9;26;30;41;37;33;4;44717474,25;2;1599606,20;16;111793,60;26;42997,50;3577;812,50;3634;123,00;88554;25,20;90797;19,60;1108283;8,80;na;na
23;2012;06/06/;MI;27;9;38;42;1;17;43;8;19980923,25;JP;999046,10;4;199809,20;4;124880,70;593;2190,10;1189;168,00;29030;34,40;30433;26,20;500011;8,70;na;na
23;2012;09/06/;SA;28;17;31;10;15;22;12;9;43709688,00;JP;3184530,50;6;291397,90;21;52035,30;921;3084,80;2853;153,20;47885;45,60;86390;20,20;898559;10,70;na;na
24;2012;13/06/;MI;33;40;1;46;32;29;10;6;20508975,75;JP;4209979,20;3;333270,80;1;333270,80;249;5353,70;786;260,90;16431;62,40;28500;28,70;354834;12,70;na;na
24;2012;16/06/;SA;1;48;28;17;46;33;10;8;45040506,00;2;3231002,20;5;360324,00;27;41704,10;963;3040,10;2394;188,10;49396;45,50;68843;26,10;927675;10,60;na;na
25;2012;20/06/;MI;3;6;22;24;28;17;16;0;19168921,50;JP;958446,00;JP;766756,80;7;68460,40;522;2386,90;1062;180,40;27221;35,20;29282;26,10;487250;8,60;na;na
25;2012;23/06/;SA;39;19;33;13;11;27;2;4;43427250,75;1;3129808,50;14;178846,20;79;13742,80;3570;790,60;4191;103,60;90944;23,80;99085;17,50;1283926;7,40;na;na
26;2012;27/06/;MI;2;31;37;15;43;5;48;1;20436526,50;1;1021826,30;1;817461,00;7;72987,50;405;3279,90;930;219,70;20619;49,50;27245;30,00;405759;11,00;na;na
26;2012;30/06/;SA;8;20;30;22;7;41;27;4;43581967,50;JP;2179098,30;4;435819,60;17;64091,10;920;3079,10;1931;225,60;48878;44,50;62536;27,80;897401;10,60;na;na
27;2012;04/07/;MI;3;6;33;25;49;12;21;6;20096694,75;JP;3183933,00;5;160773,50;14;35886,90;988;1322,10;1746;115,10;40996;24,50;42474;18,90;615225;7,10;na;na
27;2012;07/07/;SA;10;43;30;6;29;49;34;2;44511483,75;JP;5409507,10;4;445114,80;14;79484,70;763;3791,90;1835;242,50;47132;47,20;57334;31,00;917048;10,60;na;na
28;2012;11/07/;MI;21;11;32;16;29;43;25;1;21039122,25;JP;6461463,20;3;280521,60;13;40459,80;595;2298,30;1208;174,10;25828;40,70;32852;25,60;439440;10,50;na;na
28;2012;14/07/;SA;6;22;10;33;9;29;5;0;46812670,50;JP;8802096,70;4;468126,70;34;34421,00;1098;2771,20;3505;133,50;64786;36,10;95348;19,60;1127179;9,10;na;na
29;2012;18/07/;MI;29;20;23;47;21;34;27;9;22649769,00;JP;9934585,10;2;452995,30;3;188748,00;318;4629,60;1021;221,80;19825;57,10;28081;32,20;407470;12,20;na;na
29;2012;21/07/;SA;40;4;38;24;31;26;27;0;48269097,00;1;12348039,90;8;241345,40;17;70983,90;1716;1828,30;3282;147,00;82310;29,30;93878;20,50;1282938;8,20;na;na
30;2012;25/07/;MI;8;45;2;13;44;25;6;7;19288891,50;JP;964444,50;3;257185,20;12;40185,10;421;2978,00;1064;181,20;22307;43,20;32961;23,40;402045;10,50;na;na
30;2012;28/07/;SA;41;16;31;27;37;49;20;7;43055954,25;1;3117242,20;4;430559,50;16;67274,90;1509;1854,60;2123;202,80;64973;33,10;61858;27,80;1024187;9,20;na;na
31;2012;01/08/;MI;19;43;41;32;26;44;3;0;19411514,25;JP;970575,70;1;776460,50;6;80881,30;339;3721,90;1236;157,00;21376;45,40;35488;21,80;414316;10,30;na;na
31;2012;04/08/;SA;15;18;23;22;38;40;11;8;43755783,75;JP;3158364,80;1;1750231,30;14;78135,30;630;4514,40;1961;223,10;39195;55,80;67650;25,80;804252;11,90;na;na
32;2012;08/08/;MI;41;49;13;43;12;22;16;4;20321903,25;1;4174459,90;3;270958,70;3;169349,10;324;4076,90;718;283,00;18595;54,60;24002;33,80;397139;11,20;na;na
32;2012;11/08/;SA;3;47;20;1;2;49;35;3;43406663,25;JP;2170333,10;8;217033,30;18;60287,00;7175;393,20;1749;248,10;55444;39,10;50450;34,40;924536;10,30;na;na
33;2012;15/08/;MI;15;1;37;34;12;14;45;4;19709803,50;JP;3155823,20;1;788392,10;5;98549,00;279;4591,80;755;261,00;16369;60,20;21804;36,10;341248;12,70;na;na
33;2012;18/08/;SA;16;34;28;5;32;40;18;4;43935105,00;JP;5352578,40;7;251057,70;27;40680,60;1218;2344,60;3369;130,40;52909;41,50;87089;20,10;942928;10,20;na;na
34;2012;22/08/;MI;11;49;31;1;7;15;8;6;20541279,75;JP;6379642,30;3;273883,70;16;32095,70;885;1508,60;1867;110,00;40593;25,30;44469;18,40;557936;8,00;na;na
34;2012;25/08/;SA;17;27;25;35;22;16;42;4;45028196,25;JP;8631052,10;4;450281,90;12;93808,70;612;4782,40;1903;236,60;41313;54,40;59312;30,30;890226;11,10;na;na
35;2012;29/08/;MI;45;22;38;29;35;40;46;3;22202041,50;JP;9741154,10;1;888081,60;10;55505,10;348;4146,90;885;250,80;18511;59,90;26372;33,60;371605;13,10;na;na
35;2012;01/09/;SA;48;3;16;6;26;7;22;5;49503954,00;1;12216351,80;5;396031,60;24;51566,60;1655;1944,20;2978;166,20;82806;29,80;79092;25,00;1339812;8,10;na;na
36;2012;05/09/;MI;24;7;37;44;4;18;38;4;20084970,75;JP;1004248,50;2;401699,40;9;55791,50;539;2422,10;1096;183,20;27420;36,60;31232;25,70;489851;9,00;na;na
36;2012;08/09/;SA;19;48;38;41;39;49;4;3;44337231,75;2;1610555,00;5;354697,80;15;73895,30;1379;2089,80;2445;181,30;61351;36,10;75972;23,30;1013278;9,60;na;na
37;2012;12/09/;MI;36;8;26;19;39;49;11;7;19454904,00;JP;972745,20;1;778196,10;9;54041,40;393;3217,70;1276;152,40;21737;44,70;36736;21,10;407138;10,50;na;na
37;2012;15/09/;SA;41;48;6;9;8;34;23;0;45265140,75;JP;3236002,20;2;905302,80;18;62868,20;666;4417,70;2666;169,70;43711;51,70;79257;22,80;924074;10,70;na;na
38;2012;19/09/;MI;11;16;31;1;20;44;12;4;20392608,00;JP;4255632,60;2;407852,10;9;56646,10;576;2301,20;1213;168,10;27685;36,80;35788;22,70;454784;9,80;na;na
38;2012;22/09/;SA;24;49;48;41;40;7;1;0;44912509,50;JP;6501258,00;2;898250,10;39;28790,00;848;3442,50;3429;130,90;56248;39,90;92523;19,40;1007740;9,80;na;na
39;2012;26/09/;MI;14;47;12;29;40;10;4;7;21655387,50;JP;7584027,30;JP;866215,50;10;54138,40;321;4385,00;1081;200,30;19889;54,40;34555;25,00;409293;11,60;na;na
39;2012;29/09/;SA;39;4;20;41;34;1;47;0;48797672,25;JP;10023910,90;JP;2818122,30;22;55451,90;650;4879,70;1744;279,80;42922;56,80;58981;33,00;899097;11,90;na;na
40;2012;03/10/;MI;46;48;49;13;28;35;29;4;23569235,25;1;11202372,60;1;3760891,70;6;98205,10;331;4628,30;1035;227,70;21997;53,50;29609;31,80;452719;11,40;na;na
40;2012;06/10/;SA;34;20;8;22;44;46;40;5;44656924,50;JP;2232846,20;2;893138,40;18;62023,50;719;4037,10;1739;256,70;38754;57,60;56105;31,80;738773;13,20;na;na
41;2012;10/10/;MI;38;48;43;15;13;28;11;3;20603190,75;JP;3263005,70;JP;824127,60;11;46825,40;394;3399,00;923;223,20;20798;49,50;28009;29,40;378837;11,90;na;na
41;2012;13/10/;SA;9;37;36;42;10;43;20;8;45425133,00;1;5534262,30;1;2641132,90;10;113562,80;604;4888,40;1631;278,50;38871;58,40;54498;33,30;819795;12,10;na;na
42;2012;17/10/;MI;10;5;12;46;47;14;3;6;21841893,75;JP;1092094,60;2;436837,80;15;36403,10;415;3421,00;1273;171,50;23415;46,60;36692;23,80;439280;10,90;na;na
