Index;Year;MM/DD;Day;GWZ1;GWZ2;GWZ3;GWZ4;GWZ5;GWZ6;Zz;Sz;Spieleinsatz;I;6T_Zz;II;6T;III;5T_Zz;IV;5T;V;4T_Zz;VI;4T;VII;3T_Zz;VIII;3T;IX;2T_Zz
46;2002;16/11/;SA;44;24;14;7;3;13;36;4;75639886,50;3;1017670,10;8;378199,40;46;41108,60;2244;2190,90;5251;144,00;116736;35,60;125369;33,10;1920841;8,60;na;na
47;2002;20/11/;MI;49;22;24;40;31;26;14;5;25184324,25;JP;755529,70;JP;1007372,90;10;62960,80;470;3482,90;1100;228,90;28245;49,00;31561;43,80;539570;10,20;na;na
47;2002;23/11/;SA;32;44;16;34;43;12;3;3;75645027,00;2;1512440,20;14;288083,80;64;29548,80;2063;2383,30;5837;129,50;96897;42,90;138936;29,90;1640038;10,10;na;na
48;2002;27/11/;MI;23;32;21;39;44;18;17;3;24952650,75;JP;748579,50;2;499053,00;12;51984,60;609;2663,20;1487;167,80;33705;40,70;44350;30,90;582650;9,40;na;na
48;2002;30/11/;SA;11;9;10;7;43;47;14;7;76000332,75;JP;3028589,40;6;506668,80;21;90476,50;1648;2997,50;3435;221,20;99174;42,10;104010;40,10;1845889;9,00;na;na
49;2002;04/12/;MI;26;46;9;6;3;30;25;1;28987027,50;1;3898200,20;9;128831,20;22;32939,80;1077;1749,40;2732;106,10;48359;32,90;63450;25,10;740761;8,60;na;na
49;2002;07/12/;SA;34;24;6;40;8;9;46;1;80037162,75;JP;2401114,80;4;800371,60;50;40018,50;1979;2628,80;5082;157,40;109601;40,10;130962;33,60;1982891;8,80;na;na
50;2002;11/12/;MI;39;9;33;11;23;32;8;3;26390676,75;JP;3192835,10;4;263906,70;10;65976,60;869;1973,90;1647;160,20;46926;31,80;44357;31,80;778449;7,40;na;na
50;2002;14/12/;SA;13;3;22;6;17;38;36;2;79311839,25;1;5572190,20;5;634494,70;37;53589,00;2358;2186,20;4122;192,40;119295;37,30;114444;37,30;2011603;8,60;na;na
51;2002;18/12/;MI;30;36;24;37;44;48;13;4;26058079,50;JP;781742,30;1;1042323,10;7;93064,50;398;4255,70;1092;238,60;25697;55,70;36439;39,30;497197;11,50;na;na
51;2002;21/12/;SA;22;41;12;19;48;11;7;8;78219058,50;1;3128314,00;2;1564381,10;27;72425,00;1358;3743,90;5427;144,10;82099;52,40;163010;26,30;1620204;10,60;na;na
52;2002;25/12/;MI;25;34;17;14;49;6;3;6;30886256,25;JP;926587,60;1;1235450,20;14;55154,00;692;2901,10;1890;163,40;35171;48,20;55688;30,50;655172;10,30;na;na
52;2002;28/12/;SA;35;42;24;17;13;27;1;4;77151414,75;1;3241130,00;13;237388,90;41;47043,50;2032;2467,90;4195;183,90;101665;41,70;109992;38,50;1763521;9,60;na;na
1;2003;01/01/;MI;14;36;45;42;41;11;32;2;28062189,00;JP;841865,60;4;280621,80;8;87694,30;364;5011,10;1491;188,20;23815;64,80;45045;34,20;495627;12,40;na;na
1;2003;04/01/;SA;24;19;17;44;6;18;46;6;75216948,00;3;1032791,30;7;429811,10;25;75216,90;1371;3566,00;4392;171,20;96611;42,80;116193;35,60;1888055;8,70;na;na
2;2003;08/01/;MI;32;37;27;2;30;31;21;5;24822308,25;JP;744669,20;3;330964,10;5;124111,50;406;3974,00;1053;235,70;28260;48,30;35560;38,30;555871;9,80;na;na
2;2003;11/01/;SA;48;38;32;9;12;43;44;7;73836935,25;JP;2959777,20;5;590695,40;28;65925,80;1988;2414,10;4633;159,30;109233;37,10;139529;29,10;1848465;8,70;na;na
3;2003;15/01/;MI;42;5;49;3;37;29;13;0;26178278,25;JP;3745125,50;1;1047131,10;8;81807,10;332;5125,20;1340;195,30;24009;59,90;41205;34,90;490620;11,70;na;na
3;2003;18/01/;SA;17;41;6;49;35;39;19;8;76965669,00;JP;6054095,50;5;615725,30;42;45812,80;1362;3673,10;5137;149,80;83007;50,90;151004;28,00;1624805;10,40;na;na
4;2003;22/01/;MI;44;27;19;2;40;14;30;2;30998559,75;JP;6984052,20;2;619971,10;28;27677,20;714;2821,90;2360;131,30;35191;48,40;54592;31,20;627358;10,80;na;na
4;2003;25/01/;SA;13;18;47;37;9;6;10;9;90806603,25;1;9708250,20;5;726452,80;34;66769,50;2984;1978,00;4594;197,60;140422;35,50;144738;34,50;2276241;8,70;na;na
5;2003;29/01/;MI;47;30;35;33;24;27;11;6;27704650,50;JP;831139,50;1;1108186,00;19;36453,40;636;2831,40;1921;144,20;32139;47,40;54236;28,00;583932;10,40;na;na
5;2003;01/02/;SA;38;43;36;47;44;20;22;7;78697523,25;JP;3192065,20;6;524650,10;22;89429,00;1316;3887,00;2640;298,00;74741;57,90;84752;51,00;1384943;12,50;na;na
6;2003;05/02/;MI;8;12;35;11;23;47;7;6;27718713,75;1;5132375,10;na;na;18;38498,20;524;3438,30;1744;158,90;30682;49,60;54224;28,10;576272;10,50;na;na
6;2003;08/02/;SA;8;32;33;38;48;25;49;9;75406527,75;JP;2262195,80;3;1005420,30;81;23273,60;1797;2727,50;11424;66,00;103901;39,90;192632;21,50;1868352;8,80;na;na
7;2003;12/02/;MI;35;10;31;42;33;41;48;7;26739541,50;JP;3064382,00;2;534790,80;10;66848,80;675;2574,90;1451;184,20;32839;44,70;39806;36,90;587275;10,00;na;na
7;2003;15/02/;SA;4;18;30;12;6;24;36;4;77350557,00;11;489536,20;69;44840,90;25141;201,30;9436;201,30;15583;49,60;177190;26,10;147973;26,10;2268566;7,50;na;na
8;2003;19/02/;MI;23;24;43;19;34;40;45;5;25344699,00;JP;760340,90;JP;1013787,90;12;52801,40;563;2926,10;1388;182,50;31289;44,50;39832;34,90;571158;9,70;na;na
8;2003;22/02/;SA;8;22;49;31;23;35;26;5;74672817,75;1;7001226,00;na;na;13;143601,50;1023;4744,60;3006;248,40;65176;63,00;98365;41,70;1331835;12,30;na;na
9;2003;26/02/;MI;10;11;39;17;14;19;25;9;25185525,75;JP;755565,70;3;335807,00;12;52469,80;620;2640,40;2179;115,50;32005;43,20;63824;21,70;595662;9,30;na;na
9;2003;01/03/;SA;18;45;14;10;40;30;39;8;74629248,00;3;998147,70;14;213226,40;24;77738,80;3050;1590,40;4173;178,80;117537;34,90;119566;34,30;1687193;9,70;na;na
10;2003;05/03/;MI;20;26;43;4;49;36;12;0;25128126,75;JP;753843,80;2;502562,50;13;48323,30;325;5025,60;1147;219,00;20238;68,20;35167;39,20;437712;12,60;na;na
10;2003;08/03/;SA;39;12;46;45;14;17;26;7;74079824,25;1;5939431,50;na;na;30;61733,10;993;4849,10;4121;179,70;62958;64,70;129634;31,40;1321537;12,30;na;na
11;2003;12/03/;MI;7;33;6;37;19;34;30;5;25176258,00;JP;755287,70;1;1007050,30;19;33126,60;665;2460,80;1413;178,10;37124;37,20;44837;30,80;664431;8,30;na;na
11;2003;15/03/;SA;47;7;33;46;42;13;49;6;73702567,50;JP;2966364,70;2;1474051,30;31;59437,50;1713;2796,60;4521;163,00;92687;43,70;135982;29,80;1632893;9,90;na;na
12;2003;19/03/;MI;37;33;9;16;23;20;13;1;25960047,00;JP;3745166,10;1;1038401,80;21;30904,80;874;1930,60;2060;126,00;41458;34,40;50405;28,30;596513;9,50;na;na
12;2003;22/03/;SA;45;36;47;28;17;44;33;7;74834136,75;JP;5990190,20;2;1496682,70;29;64512,10;995;4888,60;4472;167,30;68214;60,30;128571;32,00;1357980;12,10;na;na
13;2003;26/03/;MI;15;32;16;44;37;25;47;7;29437146,00;1;6873304,50;4;294371,40;18;40884,90;645;2966,50;1711;172,00;34830;46,40;51119;31,60;654373;9,80;na;na
13;2003;29/03/;SA;14;22;43;46;16;18;9;5;73180437,75;JP;2195413,10;JP;2927217,50;17;107618,20;831;5724,10;2361;309,90;56799;70,80;89382;45,00;1169763;13,70;na;na
14;2003;02/04/;MI;1;21;19;16;14;17;41;9;27581466,75;JP;3022857,10;2;2015238,00;8;86192,00;644;2783,80;995;277,20;34085;44,50;35974;42,10;563517;10,70;na;na
14;2003;05/04/;SA;9;3;1;19;47;42;44;1;75888930,00;2;2649762,50;6;505926,20;38;49926,90;2165;2278,40;4355;174,20;117205;36,10;113647;36,10;1991973;8,30;na;na
15;2003;09/04/;MI;39;5;11;17;48;20;44;3;32964273,00;JP;988928,10;2;659285,40;14;58864,70;884;2423,80;2190;150,50;44974;40,30;52666;34,40;767249;9,40;na;na
15;2003;12/04/;SA;27;32;34;40;14;13;20;1;72882963,00;1;3175416,90;6;485886,40;42;43382,70;1239;3823,50;3881;187,70;72654;55,10;104724;38,20;1505216;10,60;na;na
16;2003;16/04/;MI;42;5;4;8;35;34;49;6;25008371,25;JP;750251,10;JP;1000334,80;20;31260,40;388;4189,50;1065;234,80;23110;59,50;32886;41,80;476876;11,50;na;na
16;2003;19/04/;SA;10;31;4;46;3;16;43;1;72198424,50;JP;2916203,80;13;299097,80;25;72198,40;1699;2762,10;3756;192,20;100995;40,10;96766;40,10;1760794;9,00;na;na
17;2003;23/04/;MI;25;14;46;9;6;5;42;7;24579793,50;JP;3653597,60;JP;983191,70;13;47268,80;549;2910,10;1343;183,00;32290;41,80;34409;39,20;587118;9,20;na;na
17;2003;26/04/;SA;45;26;17;31;8;24;6;9;73924533,00;JP;5871333,50;6;656695,50;47;39321,50;1810;2654,70;4998;147,90;109506;37,10;137908;29,40;1726194;9,40;na;na
18;2003;30/04/;MI;26;30;22;17;23;45;10;7;30804039,75;JP;6795454,60;1;1232161,50;12;64175,00;475;4215,20;1699;181,30;32005;52,90;52315;32,30;653851;10,30;na;na
18;2003;03/05/;SA;41;32;5;14;48;23;27;3;77871872,25;16;570725,60;117;26622,80;121;16089,20;4965;1019,40;6209;125,40;94856;45,10;153710;27,80;1605679;10,60;na;na
19;2003;07/05/;MI;13;12;25;9;29;33;31;2;25199939,25;2;377999,00;6;167999,50;15;41999,80;714;2294,10;1962;128,40;38082;36,30;51384;26,90;682762;8,10;na;na
19;2003;10/05/;SA;9;20;13;38;11;7;2;4;71203663,50;JP;2136109,90;6;474691,00;53;33586,60;1943;2382,00;7422;95,90;115262;33,90;174364;22,40;1913481;8,10;na;na
20;2003;14/05/;MI;15;45;25;38;28;40;47;6;25479837,00;JP;2900505,00;3;339731,10;10;63699,50;512;3234,70;1170;217,70;28708;48,80;38159;36,70;527271;10,60;na;na
20;2003;17/05/;SA;22;10;44;37;35;1;3;3;73218318,75;JP;5097054,50;8;366091,50;18;101692,10;1248;3813,40;3115;235,00;67274;59,80;97127;41,40;1284033;12,50;na;na
21;2003;21/05/;MI;19;35;29;10;28;33;43;2;28595750,25;JP;5954927,00;1;1143830,00;12;59574,40;643;2890,70;1333;214,50;33461;47,00;37866;41,50;615021;10,20;na;na
21;2003;24/05/;SA;33;3;28;46;14;15;4;5;77098881,75;1;8267893,40;7;440565,00;21;91784,30;1584;3163,70;3116;247,40;78328;54,10;100029;42,30;1446556;11,70;na;na
22;2003;28/05/;MI;20;31;8;39;46;40;37;5;25158641,25;1;754759,20;2;503172,80;10;62896,60;378;4326,20;1090;230,80;24432;56,60;35893;38,50;484845;11,40;na;na
22;2003;31/05/;SA;38;24;26;12;21;29;10;1;69746460,00;1;2092393,80;4;697464,60;74;23562,90;1869;2425,60;9759;71,40;99792;38,40;146919;26,10;1689645;9,00;na;na
23;2003;04/06/;MI;11;32;3;34;36;43;46;5;43505253,75;JP;1305157,60;1;1740210,10;27;40282,60;1020;2772,30;2609;166,70;56525;42,30;70498;33,90;990241;9,60;na;na
23;2003;07/06/;SA;44;2;37;34;38;41;11;7;70895484,75;JP;3432022,10;2;1417909,60;21;84399,30;1137;4052,90;3436;206,30;67499;57,70;118522;32,80;1376897;11,30;na;na
24;2003;11/06/;MI;38;6;31;49;20;22;47;9;24687024,00;JP;4172632,80;JP;987480,90;9;68575,00;366;4384,30;1153;214,10;22433;60,50;34122;39,70;458009;11,80;na;na
24;2003;14/06/;SA;5;2;21;48;38;23;39;1;74617350,00;1;6411153,30;6;662029,10;36;51817,60;1900;2552,60;4399;169,60;94765;43,30;115462;35,50;1664497;9,80;na;na
25;2003;18/06/;MI;13;24;41;37;12;10;4;5;24948716,25;JP;748461,40;2;498974,30;15;41581,10;837;1937,40;1854;134,50;38360;35,70;52534;26,10;612949;8,90;na;na
25;2003;21/06/;SA;19;17;34;23;47;26;11;8;70099079,25;1;5655396,90;na;na;55;31863,20;1601;2845,90;6398;109,50;96586;39,90;169822;22,70;1669755;9,20;na;na
26;2003;25/06/;MI;10;39;27;11;5;48;21;3;24223291,50;JP;726698,70;1;968931,60;16;37848,80;797;1975,50;1574;153,80;38249;34,80;41027;32,40;610962;8,70;na;na
26;2003;28/06/;SA;16;28;14;9;13;47;48;0;72393339,00;JP;2898498,80;3;965244,50;23;78688,40;962;4891,40;2360;306,70;65832;60,40;79555;50,00;1403115;11,30;na;na
27;2003;02/07/;MI;1;29;45;46;20;14;16;2;29047072,50;JP;3769910,90;2;580941,40;8;90772,10;442;4271,60;1168;248,60;23736;67,30;35221;45,30;465086;13,70;na;na
27;2003;05/07/;SA;2;8;10;45;46;39;40;6;73938408,75;JP;5988063,10;6;492922,70;39;47396,40;1122;4283,40;2983;247,80;66668;60,90;101058;40,20;1388131;11,70;na;na
28;2003;09/07/;MI;46;9;42;36;2;7;12;6;29074096,50;JP;6860285,90;1;1162963,80;12;60571,00;616;3067,80;1639;177,30;33036;48,40;49991;31,90;627465;10,10;na;na
28;2003;12/07/;SA;5;47;28;21;4;25;18;5;78363863,25;3;3070400,60;4;783638,60;28;69967,70;2714;1876,80;3901;200,80;81372;52,90;126887;33,90;1621588;10,60;na;na
29;2003;16/07/;MI;10;29;23;5;33;15;2;8;24958386,75;JP;748751,60;1;998335,40;12;51996,60;635;2554,70;1569;159,00;31101;44,10;42910;31,90;546201;10,00;na;na
29;2003;19/07/;SA;44;18;24;28;15;30;17;1;70186506,00;1;2854346,70;5;561492,00;25;70186,50;1121;4069,60;2619;267,90;73094;52,80;87319;44,20;1413307;10,90;na;na
30;2003;23/07/;MI;15;41;2;49;17;42;46;6;24209031,75;JP;726270,90;1;968361,20;3;201741,90;305;5159,30;909;266,30;21691;61,30;29863;44,50;449959;11,80;na;na
30;2003;26/07/;SA;18;31;7;36;37;6;46;8;69595205,25;1;2814127,00;8;347976,00;25;69595,20;1368;3306,70;3294;211,20;80481;47,50;109433;34,90;1638915;9,30;na;na
31;2003;30/07/;MI;17;37;39;40;45;8;19;6;24271785,00;JP;728153,50;2;485435,70;15;40452,90;444;3553,30;1580;153,60;27205;49,00;43538;30,60;513230;10,40;na;na
31;2003;02/08/;SA;21;12;2;15;1;3;14;3;70741251,00;1;4265216,00;7;404235,70;68;26007,80;2363;1945,90;5394;131,10;103592;34,10;104343;27,10;1685527;9,20;na;na
32;2003;06/08/;MI;17;25;35;38;45;7;1;6;24280449,75;JP;1214022,40;2;485608,90;22;27591,40;841;1876,60;1485;163,50;33720;36,00;39210;24,70;583920;9,10;na;na
32;2003;09/08/;SA;12;2;1;31;34;11;25;8;70233571,50;JP;4725700,90;3;936447,60;41;42825,30;1875;2434,70;4737;148,20;90368;38,80;141545;19,80;1609830;9,50;na;na
33;2003;13/08/;MI;9;27;18;6;3;48;23;5;27660883,50;1;6108745,00;12;92202,90;36;19208,90;2168;829,30;3355;82,40;64614;21,40;66845;16,50;806637;7,50;na;na
33;2003;16/08/;SA;12;45;38;17;4;14;39;6;70672467,00;1;3533623,30;4;706724,60;27;65437,40;1294;3550,00;5293;133,50;79168;44,60;105391;26,80;1538017;10,10;na;na
34;2003;20/08/;MI;48;24;42;38;45;44;23;5;24269148,75;JP;1213457,40;2;485382,90;5;121345,70;760;2075,60;1077;225,30;33084;36,60;31647;30,60;530177;10,00;na;na
34;2003;23/08/;SA;34;31;15;2;7;6;32;6;70187420,25;JP;4722828,40;5;561499,30;39;44991,90;1424;3203,70;3283;213,70;84473;41,50;99898;28,10;1575541;9,80;na;na
35;2003;27/08/;MI;19;23;8;48;5;35;24;0;26397463,50;JP;6042701,50;2;527949,20;14;47138,30;790;2171,90;1480;178,30;36177;36,40;43252;24,40;607302;9,50;na;na
35;2003;30/08/;SA;33;7;25;19;49;42;8;7;77945793,75;3;3313330,30;10;311783,10;69;28241,20;3096;1636,40;5460;142,70;133841;29,10;139899;22,20;2220617;7,70;na;na
36;2003;03/09/;MI;43;18;4;5;16;9;23;6;25255185,75;JP;1262759,20;2;505103,70;9;70153,20;515;3187,50;1615;156,30;31096;40,60;46324;21,80;605444;9,10;na;na
36;2003;06/09/;SA;15;8;16;4;26;18;19;9;71344762,50;JP;4829997,30;4;713447,60;33;54049,00;1453;3191,60;4157;171,60;85650;41,60;121148;23,50;1605096;9,70;na;na
37;2003;10/09/;MI;17;19;48;20;40;35;3;3;26980710,00;1;7258261,20;na;na;9;74946,40;526;3334,10;1383;195,00;28514;47,30;46714;23,10;553680;10,70;na;na
37;2003;13/09/;SA;11;18;25;22;19;42;37;2;72583719,00;JP;3629185,90;4;725837,10;24;75608,00;1129;4178,80;4005;181,20;83933;43,20;123699;23,40;1652812;9,60;na;na
38;2003;17/09/;MI;35;13;48;3;23;34;15;5;27713751,00;1;5014873,40;4;277137,50;12;57736,90;931;1934,90;1243;222,90;38352;36,10;34969;31,70;621891;9,80;na;na
38;2003;20/09/;SA;34;11;26;47;3;27;46;8;72843774,00;JP;3642188,70;4;728437,70;38;47923,50;1927;2457,10;4032;180,60;101842;35,70;108960;26,70;1801456;8,80;na;na
39;2003;24/09/;MI;43;25;46;20;22;17;29;6;26160138,75;JP;4950195,60;2;523202,70;4;163500,80;364;4671,40;893;292,90;23226;56,30;31524;33,10;477679;12,00;na;na
39;2003;27/09/;SA;44;17;40;35;7;39;14;5;73852668,00;JP;8642829,00;3;984702,20;40;46157,90;1605;2990,90;3958;186,50;90732;40,60;105982;27,80;1685765;9,60;na;na
40;2003;01/10/;MI;18;38;5;14;32;9;20;4;33080312,25;2;5148422,30;5;264642,40;26;31807,90;1248;1722,90;2275;145,40;54925;30,10;60076;22,00;869339;8,30;na;na
40;2003;04/10/;SA;30;49;16;19;25;11;12;1;70810209,00;JP;3540510,40;5;566481,60;36;49173,70;2416;1905,00;4420;160,20;106151;33,30;137070;20,60;1777441;8,70;na;na
41;2003;08/10/;MI;40;16;34;15;8;46;3;3;27305293,50;JP;4905775,00;6;182035,20;23;29679,60;558;3180,70;1374;198,70;25456;53,60;38469;28,30;503100;11,90;na;na
41;2003;11/10/;SA;47;33;7;35;28;31;45;6;74686543,50;JP;8640102,10;5;597492,30;42;44456,20;1541;3150,30;4578;163,10;89750;41,60;117599;25,40;1726610;9,50;na;na
42;2003;15/10/;MI;31;24;33;32;4;1;13;4;31531169,25;JP;10216660,50;3;420415,50;15;52551,90;632;3242,90;1798;175,30;36071;43,70;57075;22,00;702380;9,80;na;na
42;2003;18/10/;SA;4;35;37;32;41;15;27;0;88060257,00;2;7309836,60;3;1174136,70;52;42336,60;1925;2973,40;5926;148,50;101491;43,30;153026;23,00;1809634;10,70;na;na
43;2003;22/10/;MI;44;26;6;1;8;19;2;3;26287474,50;JP;1314373,70;1;1051498,90;36;18255,10;879;1943,80;2554;102,90;39227;33,50;60820;17,20;612844;9,40;na;na
43;2003;25/10/;SA;27;24;35;49;25;38;2;9;71372958,00;JP;4883021,60;2;1427459,10;26;68627,80;1319;3517,20;3697;193,00;81915;43,50;113977;25,00;1592248;9,80;na;na
44;2003;29/10/;MI;9;43;25;11;47;20;15;8;27063744,00;JP;6236208,80;4;270637,40;7;96656,20;697;2523,80;1138;237,80;34270;39,40;35448;30,50;629062;9,40;na;na
44;2003;01/11/;SA;32;18;4;22;43;21;35;5;74186056,50;2;4972755,80;8;370930,20;71;26121,80;2189;2202,80;5309;139,70;102869;36,00;113265;26,10;1654335;9,80;na;na
45;2003;05/11/;MI;13;27;48;10;32;8;15;6;25576747,50;JP;1278837,30;1;1023069,90;4;159854,60;568;2926,90;1292;197,90;32526;39,30;35374;28,90;595734;9,40;na;na
45;2003;08/11/;SA;16;47;44;41;31;27;25;9;72072198,00;2;2441223,60;21;137280,30;83;21708,40;3465;1352,00;5689;126,60;111324;32,30;126331;22,80;1625221;9,70;na;na
46;2003;12/11/;MI;36;10;41;25;46;14;44;0;25095906,75;1;1254795,30;9;111537,30;11;57036,10;637;2560,80;1078;232,80;27469;45,60;32191;31,10;485867;11,30;na;na
46;2003;15/11/;SA;38;22;4;33;36;19;40;8;70686141,75;JP;3534307,00;5;565489,10;26;67967,40;1752;2622,40;3315;213,20;88498;39,90;102700;27,50;1577280;9,80;na;na
47;2003;19/11/;MI;10;39;32;5;27;18;41;6;26109131,25;JP;4839763,50;6;174060,80;27;24175,10;1107;1533,00;2583;101,00;46522;28,00;56004;18,60;713193;8,00;na;na
47;2003;22/11/;SA;5;39;8;31;37;25;47;8;73932891,75;JP;8536408,00;4;739328,90;24;77013,40;1533;3134,70;4557;162,20;94798;38,90;131471;22,40;1807274;8,90;na;na
48;2003;26/11/;MI;26;37;29;27;28;5;25;2;31507379,25;JP;10111776,90;2;630147,50;20;39384,20;545;3757,70;3533;89,10;33272;47,30;56487;22,30;633715;10,90;na;na
48;2003;29/11/;SA;31;8;4;49;28;48;7;7;85938585,00;JP;14408706,10;7;491077,60;55;39062,90;1795;3111,90;5174;166,00;96921;44,30;147927;23,20;1693923;11,10;na;na
49;2003;03/12/;MI;47;9;41;18;16;48;43;4;51218925,75;2;8484826,10;2;1024378,50;16;80029,50;792;4203,50;2078;246,40;51671;49,50;70712;28,90;1085788;10,30;na;na
49;2003;06/12/;SA;41;33;24;20;35;43;44;2;79977899,25;1;3998894,90;6;533185,90;28;71408,80;1526;3406,60;3805;210,10;85695;46,60;112088;28,50;1560518;11,20;na;na
50;2003;10/12/;MI;24;15;9;1;43;30;7;5;27300245,25;JP;1365012,20;3;364003,20;16;42656,60;540;3286,10;1733;157,50;26826;50,80;56775;19,20;512233;11,70;na;na
50;2003;13/12/;SA;29;44;11;5;30;26;46;9;73480394,25;JP;5039031,90;7;419887,90;29;63345,10;1765;2706,00;3793;193,70;92474;39,70;106059;27,70;1640460;9,80;na;na
51;2003;17/12/;MI;20;14;40;11;5;39;15;3;29179029,00;JP;6497983,30;JP;1167161,10;10;72947,50;525;3612,60;1256;232,30;31995;45,50;39003;29,90;621483;10,30;na;na
51;2003;20/12/;SA;30;24;31;37;43;2;13;5;79300575,00;JP;10463012,00;3;1446394,70;26;76250,50;1173;4394,30;3685;215,10;69722;56,80;144908;21,80;1431532;12,10;na;na
52;2003;24/12/;MI;9;4;14;31;6;27;10;4;53804637,00;1;13153243,80;3;717395,10;32;42034,80;1614;2166,80;4186;128,50;78604;34,20;106825;20,10;1299551;9,10;na;na
52;2003;27/12/;SA;36;24;35;7;17;40;28;0;73232306,25;JP;3661615,30;6;488215,30;43;42576,90;1796;2650,30;4315;169,70;93072;39,30;116386;25,10;1630251;9,80;na;na
1;2004;31/12/;MI;39;22;6;47;31;4;45;8;35061932,25;JP;5414711,90;2;701238,60;9;97394,20;736;3096,50;1389;252,40;38331;45,70;46534;30,10;735537;10,40;na;na
1;2004;03/01/;SA;5;37;15;16;48;41;3;7;74099513,25;1;9119687,50;4;740995,10;29;63878,80;1212;3973,90;3452;214,60;73832;50,10;110981;26,70;1387961;11,70;na;na
2;2004;07/01/;MI;49;24;45;10;44;12;22;7;26015218,50;JP;1300760,90;1;1040608,70;11;59125,40;560;3019,60;1171;222,10;29815;43,60;33048;31,40;583689;9,80;na;na
2;2004;10/01/;SA;45;42;33;14;13;9;48;9;71149833,00;JP;4858252,50;3;948664,40;28;63526,60;1627;2842,40;3397;209,40;85427;41,60;99330;28,60;1515349;10,30;na;na
3;2004;14/01/;MI;5;17;19;21;28;23;22;7;29782266,75;JP;6347365,80;2;595645,30;15;49637,10;942;2055,00;1919;155,10;48988;30,30;47556;25,00;794987;8,20;na;na
3;2004;17/01/;SA;34;35;28;40;20;49;19;0;78758896,50;JP;10285310,60;8;393794,40;23;85607,40;1183;4327,40;3140;250,80;69186;56,90;102290;30,70;1347319;12,80;na;na
4;2004;21/01/;MI;49;29;30;33;22;5;45;4;35627564,25;JP;12066688,80;2;712551,20;11;80971,70;454;5100,80;1537;231,70;29989;59,40;48450;29,40;659430;11,80;na;na
4;2004;24/01/;SA;14;9;26;20;12;48;39;4;90738771,75;1;20233178,20;na;na;33;68741,40;1484;3974,40;5549;163,50;97487;46,50;157365;23,00;1876377;10,60;na;na
5;2004;28/01/;MI;15;18;38;33;17;27;7;2;27468486,75;JP;1373424,30;4;274684,80;15;45780,80;664;2688,90;2251;122,00;40520;33,80;63189;17,30;688258;8,70;na;na
5;2004;31/01/;SA;30;22;32;48;16;49;11;6;73295785,50;JP;5038213,50;4;732957,80;24;76349,70;1061;4490,30;3426;213,90;68351;53,60;119435;24,50;1454373;11,00;na;na
6;2004;04/02/;MI;41;21;2;16;31;1;11;4;29267547,75;JP;6501590,80;2;585350,90;457;2300,50;688;2300,50;11738;39,00;33233;39,00;66263;17,60;581631;11,00;na;na
6;2004;07/02/;SA;26;23;20;17;28;14;37;1;77109243,00;1;10357052,90;11;280397,20;64;30120,70;2214;2263,80;3584;215,10;84545;45,60;114069;27,00;1510581;11,20;na;na
7;2004;11/02/;MI;4;17;28;34;27;39;32;9;26779120,50;1;1338956,00;1;1071164,80;12;55789,80;654;2661,50;1595;167,80;36517;36,60;49559;21,60;632060;9,30;na;na
7;2004;14/02/;SA;37;35;32;46;25;23;48;8;72781379,25;1;3639068,90;10;291125,50;85;21406,20;2277;2077,60;5452;133,40;105213;34,50;126917;22,90;1739302;9,20;na;na
8;2004;18/02/;MI;40;46;27;30;48;20;19;3;26088901,50;1;1304445,00;3;347852,00;14;46587,30;653;2596,90;1459;178,80;34703;37,50;40929;25,40;573671;10,00;na;na
8;2004;21/02/;SA;14;38;28;5;9;49;26;1;69964405,50;JP;3498220,20;7;399796,60;62;28211,40;1714;2653,20;5564;125,70;86517;40,40;138018;20,20;1510825;10,10;na;na
9;2004;25/02/;MI;28;49;5;11;21;13;30;4;26165491,50;1;4806494,70;2;523309,80;12;54511,40;696;2443,60;1499;174,50;34146;38,30;41029;25,50;602625;9,50;na;na
9;2004;28/02/;SA;24;6;38;18;29;1;41;5;70691586,00;2;3181121,30;na;na;47;37601,90;1762;2607,80;4308;164,00;95302;37,00;109034;25,90;1678158;9,20;na;na
10;2004;03/03/;MI;22;29;49;20;44;46;5;7;27647736,00;1;2488296,20;na;na;8;86399,10;363;4950,60;1129;244,80;20958;65,90;36462;30,30;450620;13,40;na;na
10;2004;06/03/;SA;38;46;24;1;37;3;20;4;72777135,00;1;3638856,70;5;582217,00;33;55134,10;1272;3718,90;3416;213,00;76982;47,20;101224;28,70;1550975;10,30;na;na
11;2004;10/03/;MI;40;47;38;4;8;17;45;2;25846128,00;JP;1292306,40;JP;1033845,10;9;71794,80;598;2809,30;1087;237,70;33385;38,70;37354;27,60;591590;9,60;na;na
11;2004;13/03/;SA;28;32;6;48;21;20;30;9;71004135,00;JP;4842513,10;5;774802,10;21;84528,70;1143;4037,80;3045;233,10;75892;46,70;95521;29,70;1468571;10,60;na;na
12;2004;17/03/;MI;1;29;15;21;12;34;23;4;27498800,25;JP;6217453,10;JP;1099952,00;15;45831,30;414;4317,40;1091;252,00;26235;52,40;36869;29,80;490623;12,30;na;na
12;2004;20/03/;SA;16;27;24;32;10;3;11;4;75827949,00;2;5004425,20;13;317928,40;75;25275,90;3301;1493,10;8889;85,30;141475;26,70;199541;15,20;2160079;7,70;na;na
13;2004;24/03/;MI;9;31;3;11;44;8;41;6;25594463,25;JP;1279723,10;1;1023778,50;13;49220,10;635;2619,90;1814;141,00;38560;33,10;50237;20,30;679392;8,20;na;na
